Author,Comment,PublishedAt
@geloraasmara1184,Lagi suka bnget aama lagu janji setia tiara sama hidup tanpamu keisya,2023-02-09T19:33:25Z
@alsyambimikaabadi,"Kini aku mengerti smua ini terjadi tak di pungkiri hanya kamu yg aku miliki
Bumi dikala sepi kamu tak kan sendiri aku disini menanti mu kembali
Andai saja ku bisa genggam tanganmu 
Tak akan ada kata rindu didalam hatiku
Taukah dirimu betapa diriku merindukanmu hadirmu ada di sini
Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-02-09T16:43:14Z
@alsyambimikaabadi,"Hujan turun mewakili hati terpa angin gambarkan resahku
Namun kini pelangi datang menyinari kita",2023-02-09T16:41:23Z
@alsyambimikaabadi,"38.245.725 x ditonton (23:38) wib
09_02_2023
546 rb like
88 rb komen
2,08 JT subscriber",2023-02-09T16:40:20Z
@Poetryriona,"09.02.23 Merin Goal 100,1M di spotify 🎉",2023-02-09T15:37:27Z
@cahayazuzma04,Udah paling pas lagu ini di keadaan aku skr👍😭 makasi byk hei tiara dkk,2023-02-09T14:38:20Z
@everythingsuck4108,coba aja ada selen✌️✌️😁,2023-02-09T14:27:07Z
@fa_fa9972,"Tahukah dirimu 
Betapa diriku merindukan hadirmu ada disini... 
Semakin malam hujan makin deras bener2 mewakili hati....
Janji setia menjaga hati",2023-02-09T14:15:41Z
@ekanurfidianingrum3146,"Denger lagu ini inget bapakkk...aku kangen kasih sayang bapak ❤️❤️❤️
Semoga bapak bahagia selalu disana dengan keluarga bapak ❤️",2023-02-09T09:41:22Z
@miarosita_,Loveee bangeeet🤍🤍🤍🤍,2023-02-09T07:49:54Z
@muhamadrifky4925,suara Tiara tuh lembut tapi enak bgtt,2023-02-09T06:44:35Z
@zhra10_,lagu ny bikin dejavu sama ex hha,2023-02-09T04:33:37Z
@emaknyadlyrics3110,Congrats 2.08M subscribers channel yt Tiara Andini 🔥😍🙃,2023-02-09T03:53:16Z
@chocodonnuts_,Masih ku ulang ulang saking candu nya lagu titi semuanya 😭☝,2023-02-09T03:39:47Z
@GAMINGSPEED445,Sukses slalu kak andini,2023-02-09T00:56:26Z
@fikhowijaya6485,Nice song. Your voice very amazing 😍,2023-02-08T16:01:09Z
@markkuizon7222,Naliligaw ako pero worth it naman hahahahahaha,2023-02-08T14:51:20Z
@kristianaluluana4138,Dulu waktu baru2 keluar lagunya belum ada vc nya udah ngerasa lagunya romantis banget begitu ada vc nya tambah lagi dong romantisnya ok bgt lagunya,2023-02-08T09:02:14Z
@ladibahsifa342,Bagus banget,2023-02-08T08:36:45Z
@dalilaibrahim4194,"Ya  setiap  pasangan  itu hatus  punya komit ,biar  hubungan  nya  langgeng",2023-02-08T00:33:19Z
@syariatulhasanah3100,Sekitar 300k lagi ngelewatin merin,2023-02-07T11:20:12Z
@yunusmuhamadofficial9247,Suaranya lembut beud ya. Klw  cwo lg marah ama tiara trus dinyanyiin dia jdi ga bisa marah kyanya. 😆,2023-02-07T05:05:47Z
@im.aprilmoon,"Mau nangis dgr lagunyaaaa...
Buat kita pejuang LDR, semangat yaaa :')",2023-02-07T04:52:38Z
@amaliza,Seru,2023-02-07T03:26:40Z
@miamulyahusada4838,"🔫🪁 📜🪵✏️I like new music every day, serious, successfully, perfect (melodious) class.",2023-02-06T21:05:48Z
@alsarroz3502,38 jt..🔥,2023-02-06T17:52:11Z
@fa_fa9972,Alhamdulillah... 38jt gasss trs Moo.  Keep solid,2023-02-06T13:59:29Z
@alsyamika.s.hforever2938,"Semangat dan selamat utk 38 JT nya janset moo ,yuuuk jgn kasih kendor yt , Spotify dan tik tok nya janset sound tik tok nya masih populer selain merin , maafkan aku terlanjur mencintai dan usai gas 4 sound tik tok 4 lagu Titi ini",2023-02-06T10:05:25Z
@alsyamika.s.hforever2938,"Alhamdulillah puji syukur atas segala pencapaian MV janset udah nyentuh angka 38 JT samaan dgn view VL mbak merin ,gas moo mbak merin nya jg biar barengan nanti tembus 50 JT nya amin",2023-02-06T10:03:37Z
@alsyamika.s.hforever2938,"38.023.328 x ditonton (17;00) wib
06_02_2023
545 rb like
88 rb komen
2,07 JT subscriber",2023-02-06T10:02:27Z
@mohdaiman9734,HAPPY 38M JANSET,2023-02-06T08:49:10Z
@IMfine1012,Congrats 38 JT views,2023-02-06T06:35:04Z
@livemusicbaliindonesia5211,"Buat drama seri sendiri/produsernya sendiri seperti drama korea, mumpung kalian punya banyak kesempatan untuk itu, kalian pasti bisa.dan pasti banyak penggemar yang mengharapkan kalian untuk maen drama seri Indonesia....ayoo guys tunjukkan performa kalian ✨️✨️✨️✨️✨️",2023-02-06T04:07:58Z
@trieyulianto7618,7 Rb lagi menuju 38jt gass moo,2023-02-06T03:16:20Z
@syariatulhasanah3100,14 rb lagi janset ayo ayoo,2023-02-05T23:27:41Z
@mootiara.gorontalo,23k lagi detik-detik 38M,2023-02-05T16:40:48Z
@ellinellin5475,"Greget banget menanti detik"" 38jt
Bismillah ntar malam sabi 38jt
Semangat",2023-02-05T15:49:44Z
@mootiara.gorontalo,"33k lagi nih menuju 38M, semangat streaming MooTiara",2023-02-05T13:22:32Z
@alsyamika.s.hforever2938,"Merindukan hadirmu ada disini
Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-02-05T10:47:12Z
@alsyamika.s.hforever2938,*39 RB lgi moo 38 JT hajaaaar¡!¡!!!!!!*,2023-02-05T10:46:31Z
@alsyamika.s.hforever2938,"37.961.261 x ditonton (17;43) wib
05_02_2023
545 rb like
88 rb komen
2,07 JT subscriber",2023-02-05T10:45:33Z
@dodilintau3098,"4 tahun pacaran  kandas d tengah jalan, dan akhir harini ketemu lagi entah apa yg akan d rasakan oleh hati",2023-02-05T07:08:14Z
@fa_fa9972,Malam ini  38jt gass poll Moo,2023-02-05T05:59:33Z
@haryaniresi7224,2018-2023 bukan hal yg mudah.yok bisa yuk melupakan semua ituuu,2023-02-05T03:31:26Z
@Bungaa2100,Janji setia menjaga hati🥰,2023-02-05T01:32:30Z
@fzishorts1669,Ayunan nya beli dmn kak?,2023-02-05T01:22:39Z
@mailis4285,Kalo denger suara tiara andini bikin ademm di hati ..semua lagunya aku suka..karena emang udah suka sama suaranya.jadi nyanyi semua lagu q suka.sukses trs tiara andini ❤️❤️,2023-02-05T00:20:34Z
@user-nd5tt4it8y,"""merindukan hadirmu,ada disini""",2023-02-05T00:10:21Z
@alsyamika.s.hforever2938,"Hujan turun mewakili hati,terpa angin gambarkan resahku 
Namun kini 🌈🌈🌈🌈🌈
Datang menyinari kita",2023-02-04T23:41:58Z
@alsyamika.s.hforever2938,"Taukah dirimu betapa diriku merindukanmu ada disini
Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-02-04T23:40:53Z
@alsyamika.s.hforever2938,"37.924.206 x ditonton (06:36) wib
05_01_2023
544 rb like
89 rb komen
2,7 JT subscriber",2023-02-04T23:39:25Z
@syariatulhasanah3100,100k lagi moo 38 jt,2023-02-04T15:11:13Z
@furqonal9762,😊😊😊,2023-02-04T07:48:55Z
@mohyusufmaksum,😭 auto merindukan sang istri,2023-02-04T03:02:11Z
@bbangtell2142,hmm,2023-02-03T16:17:25Z
@fa_fa9972,Bismillah.... bisa yuuu besok 38jt gassss poll Moo. Semangat streamingnya abaikan yang gak penting. Fokus Tiara.,2023-02-03T14:16:39Z
@anikamilikidiriku1475,"Hujan  turun mewakili hati 
Terpa angin gambarkan resahku 
Namun kini pelangi  datang menyinari  kita",2023-02-03T13:04:32Z
@anikamilikidiriku1475,"37.832.698 x ditonton  (20;00) wib 
03_02_2023
544 rb like 
89 rb komen 
2,07 jt subscriber",2023-02-03T13:03:08Z
@Anikaalsyambiku,"37.779.964 x ditonton (03;41) wib
03_02_2023
544  rb like
89 rb komen
2,07 jt subscribe",2023-02-02T20:43:02Z
@sultansubarry4889,kelazzz ini mah,2023-02-02T18:08:27Z
@naranadiapuspitasari7266,Lagu untuk yang LDR banget 🙃,2023-02-02T12:39:31Z
@abilgilang6835,Itu mobil apa ya ?,2023-02-02T09:10:46Z
@emaknyadlyrics3110,meninggalkan jejak di 1 Februari 2023 🥰🙃,2023-02-01T13:53:53Z
@Anikaalsyambiku,"Taukah dirimu betapa diriku merindukan hadirmu ada di sini
Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-02-01T11:51:53Z
@Anikaalsyambiku,"37.690.216 x ditonton (18;50) wib
01_02_2023
544 rb like
89 rb komen
2,07 jt subscribe",2023-02-01T11:51:33Z
@afifahhps_,"lyrics 
Kini aku mengerti, semua ini terjadi
Tak dipungkiri, hanya kamu yang kumiliki
Bumi di kala sunyi, kamu takkan sendiri
Aku di sini menantimu kembali
Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku
Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku, oh-oh
Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus (janganlah kauhapus)
Janji setia menjaga hati
Hujan turun mewakili hati
Terpa angin gambarkan resahku, ho-oh
Namun, kini pelangi (dan kini pelangi)
Datang menyinari kita
ho-oh
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Merindukan hadirmu ada di sini?
Percayalah, oh, Kasihku
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati",2023-02-01T11:04:00Z
@nandaauraleaalicia474,"Kini aku mengerti, semua ini terjadi
Tak dipungkiri, hanya kamu yang kumiliki
Bumi di kala sunyi, kamu takkan sendiri
Aku di sini menantimu kembali

Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku

Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati

Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku, oh-oh

Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus (janganlah kauhapus)
Janji setia menjaga hati

Hujan turun mewakili hati
Terpa angin gambarkan resahku, ho-oh
Namun, kini pelangi (dan kini pelangi)
Datang menyinari kita
ho-oh

Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati

Merindukan hadirmu ada di sini?
Percayalah, oh, Kasihku
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Ho-oh-oh-ho",2023-02-01T01:52:15Z
@ismynurul1682,"Cuman mikir aja kenapa aku ga bisa sebahagia orang lain,apa dunia ngga ngeijinin aku bahagia aku cape hidup gini terus)))",2023-01-31T14:14:02Z
@lipollipoles,"Manusia tidak akan bisa memahami, sebelum mereka mengalami....",2023-01-31T10:09:53Z
@fa_fa9972,Bumi dikala sunyi...,2023-01-31T06:01:02Z
@bukansiapasiapa385,bangke luh kak andini mulai rilisnya nih lagu sampe sekarang kalo denger nih lagu auto mewek gw,2023-01-31T04:24:19Z
@yovita9407,"Kini aku mengerti, semua ini terjadi
Tak dipungkiri, hanya kamu yang kumiliki
Bumi di kala sunyi, kamu takkan sendiri
Aku di sini menantimu kembali

Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku

Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati

Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku, oh-oh

Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus (janganlah kauhapus)
Janji setia menjaga hati

Hujan turun mewakili hati
Terpa angin gambarkan resahku, ho-oh
Namun, kini pelangi (dan kini pelangi)
Datang menyinari kita

ho-oh
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati

Merindukan hadirmu ada di sini?
Percayalah, oh, Kasihku
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati

Ho-oh-oh-ho",2023-01-31T03:14:54Z
@alsyambiabadiselamanya4020,Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-01-30T22:40:43Z
@alsyambiabadiselamanya4020,"37.572.607 x ditonton (05:39) wib
31_01_2023
543 rb like
89 rb komen
2, 07 jt subscribe",2023-01-30T22:40:26Z
@alsyambiabadiselamanya4020,"37.560.053 x ditonton (22:54) wib
30_01_2023
543  rb like
89 rb komen
*Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati*",2023-01-30T15:55:25Z
@syariatulhasanah3100,Kurang dr 500k 38 gassken😍😍,2023-01-30T12:11:01Z
@wulanmoonlight,Karakter suaranya mirip Raisa😍😍😍,2023-01-30T03:44:11Z
@prasetya.15,Datang dr masa depan 2023,2023-01-29T22:36:17Z
@siswatiningsih723,"Perfect..., cocok love you kalean berdua😍",2023-01-29T21:38:58Z
@jajatsudrajat1246,"Sedang mencari mantan gw yg komen di sini,soalnya dia suka bngt sama lagu ini hehe,skrng dah ilang entah kmna kangen bngt gw 😔",2023-01-29T16:33:25Z
@syariatulhasanah3100,"37,5 yuk dikit lagi",2023-01-29T11:22:13Z
@a.jnaiboas4646,2023. 🥰🥰🥰,2023-01-28T22:08:06Z
@putriataya705,Suara mu ti ya allah MasyaAllah 🥺😭❤️,2023-01-28T08:43:08Z
@putriataya705,MasyaAllah 🥺❤️,2023-01-28T08:42:17Z
@nikeoktaviani2136,"Pengin liat titi , nyanyi lagu ini tp versi korea 🤩",2023-01-28T04:22:38Z
@syariatulhasanah3100,Semangat streaming ya moo,2023-01-28T03:40:20Z
@mashuri1849,MasyaAllah cantik banget sukses trus dan bahagia trus dn langgeng trus sama ka alshad 😍,2023-01-27T13:14:00Z
@syariatulhasanah3100,Duluaan janset atau merin yang 38 juta??,2023-01-27T12:32:16Z
@Zeadreenafamily,Outfitnya yg dress kyk dipakai Bunga di showcase Idol 2023 ya,2023-01-27T11:31:52Z
@nurhikmahsaridewi7202,"Tiara Andini, makasih untuk lagunya🤍

Andai saja ku bisa genggam tanganmu 
Takkan ada kata rindu di dalam hatiku 
 
Tahukah dirimu betapa diriku merindukan hadirmu ada di sini 
Percayalah kasih, jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-01-27T06:36:45Z
@totosams7970,Mama selen love bgt suaranaya lembuuuut baru dwnger full nya kerasa bgt kalo lgi kangen denger lagu ini mashaAllah pasti nangis,2023-01-27T02:24:42Z
@dinasillahe3167,Suara nya enk bgett ya alloh🥺 bayi ku dgr suara tiara tdr diayunan lgsg tertidur😍khas ny lembut bangettttt..vdio ny kerenn juga kisah2 lebih kek untk thn 90an cucok bget..❤️❤️❤️❤️❤️alshaddd❤️❤️😂,2023-01-27T00:32:52Z
@nickyaprilia4120,Sedang di fase ini 😢,2023-01-26T16:46:47Z
@emaknyadlyrics3110,"5.059.311 adalah ML Spotify Tiara Andini saat ini !!
Alhamdulillah naik 21K+ dari hari sebelumnya 🔥🙃",2023-01-26T06:46:05Z
@savirajuliandini3750,"terlalu cute, AA kaya pangeran berkuda putih bgt, Titi kaya putri dongeng",2023-01-25T17:39:20Z
@janjistiabymysideanksh1942,Masya Allah janset hari ini naik 22 tangga menjadi # 68 dgn DS 170.172 gas terus moo yuuuk bisa kita masukin lgi 50 besar biar deketan SM mbak Merin,2023-01-25T13:25:49Z
@janjistiabymysideanksh1942,"37.216.432 x ditonton (20;20) wib
25_01_2023
542 rb like
88 rb komen
2,06 jt subscribe",2023-01-25T13:21:03Z
@KoreaJin,🥰🥰,2023-01-25T11:12:00Z
@irsyadfaizmaulanang3506,"""Jangan berharap setinggi langit, jika tidak mau kecewa sedalam lautan""
#jawa tengah 25 Januari 2023",2023-01-25T10:52:31Z
@Airaa_227,37 jt x d tonton wihh,2023-01-25T05:29:06Z
@roseshelia578,SALTINGGG ASTAGAAAAA😭😭,2023-01-24T19:40:01Z
@ichaicha256,Cantik banget Tiara,2023-01-24T12:48:35Z
@bubuhu8493,"Woohooo 5 juta Monthly Listener Spotify Titi 🥳🥳🥳🥳🥳
Alhamdulillaah kualitas yg berbanding lurus dengan komersialitas 🤟🤟🤟🤟🤟",2023-01-24T07:48:34Z
@fa_fa9972,Aku disini menantimu kembali....,2023-01-24T06:27:13Z
@aldialamsah8831,Bagus 👍,2023-01-24T03:03:31Z
@emaknyadlyrics3110,congrats 5juta ML Spotify TIARA ANDINI 🔥😍,2023-01-24T03:02:53Z
@AbdKarimSutanto,Ujian ketika jarak berjauhan adalah menjaga hati dan komitmen untuk tetap setia. Terimakasih lagu ini mewakili perasaanku.,2023-01-23T22:45:18Z
@janjistiabymysideanksh1942,"37.083.883 x ditonton (02;17) wib
24_01_2023
542 rb like
89 rb komen
2,06 jt subscribe
*Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati*",2023-01-23T19:17:30Z
@risyaaja,Jadi salting 👁️👄👁️😀,2023-01-23T14:10:46Z
@erwinpermana344,Aku terlalu tua untuk lagu2 spt ini... ditujukan untuk yang lbih muda2...,2023-01-23T12:33:38Z
@rosdianah1964,3.00,2023-01-23T10:35:10Z
@wahyunurhayati2188,"Merinding...  Sukses selalu, semoga Allah melancarkan jodoh n rezeki tiara n alshat",2023-01-23T05:54:33Z
@petersonjambi3009,Memang Tiara sllu bawakan lagu slow cocok dgn karakternya,2023-01-23T01:05:29Z
@rizkyfidiansyah2768,Moo gas 38 jt,2023-01-22T23:50:30Z
@anikaalsyamquu19112,🎉🎊🎊🎊🎉🎊37 JT yeeees,2023-01-22T16:24:03Z
@anikaalsyamquu19112,"37.000.477 x ditonton (23:22) wib
22_01_2023
541 rb like
88 rb komen
2,06 jt subscribe",2023-01-22T16:23:43Z
@danielshane4882,Gak jauh beda ama penyanyi raisa keren,2023-01-22T15:06:59Z
@danielshane4882,Cri khas banget raisa,2023-01-22T15:06:22Z
@janjistiabymysideanksh1942,Merindukan hadirmu ada di sini,2023-01-22T13:03:16Z
@janjistiabymysideanksh1942,8 rb lgi ini moo 37 jt view janset hajaaaar,2023-01-22T13:01:31Z
@janjistiabymysideanksh1942,"36.992.153 x ditonton (20;01) wib
22_01_2023
541 rb like
88 rb komen
*Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati*",2023-01-22T13:01:08Z
@muhaswadjaya1944,Semangat bang Alshad ahmad,2023-01-22T11:43:31Z
@ekapuspita1880,Dikit lagi 37 moo,2023-01-22T07:04:26Z
@syariatulhasanah3100,Dikit lagi 37 moo,2023-01-22T04:14:08Z
@Dbydnr_,Favorit 🥺,2023-01-22T02:41:06Z
@mama-selen-nomor-1,"Semuanya lagu titi bagus, tapi ini lagu favoritku",2023-01-22T01:30:51Z
@ahmadadityaaaa,Cie dengan alshad gitu cie,2023-01-21T16:22:46Z
@timmyyuup2705,Keren video clip nya sama ayang nya sendiri,2023-01-21T13:10:27Z
@budiawan2379,"suka baper klo denger lagu inii,bkin tercandu candu lagiii",2023-01-21T10:58:05Z
@Nisachannel23337,Guys jgn lupa streaming disini jg sdikit lgi 37 JT,2023-01-21T07:03:38Z
@ekapuspita1880,Gas terus streamingnya moo dispoty juga,2023-01-21T06:38:27Z
@buathasan7235,Dalam banget,2023-01-20T19:03:23Z
@AbdKarimSutanto,"Menunggu waktu kita bisa bersama, sungguh jarak ini menguji kesabaranku.",2023-01-20T18:50:28Z
@istiqoimah9321,Padahal cuma denger lagu Tiara sekilas2 tapi terngiang begitu saja di telinga,2023-01-20T18:35:29Z
@dspiderman1626,Jansettt tak terlupakan ditengah gempuran usni🔥,2023-01-20T12:53:13Z
@syariatulhasanah3100,Yuk 200k lagii,2023-01-20T12:17:33Z
@auroranatasya7972,"Yooookk komen di postingan terbarunya pak Indra, biar tiara jadi salah satu guest star di PI, ini momennya guys ramein",2023-01-20T10:23:36Z
@novritayanda6120,Bagus,2023-01-20T09:55:57Z
@darulaitambedali1816,Lagu ini klimaks bgt buat yg ldr🥲,2023-01-20T03:01:41Z
@lukmanpermadi2167,Natural sekali ya🤭,2023-01-20T01:33:45Z
@arifijivg275,Cantik amat siii tiaraaaaa😍😍,2023-01-20T01:09:11Z
@dewiyuliaastuti3216,Tiara andini,2023-01-19T23:29:10Z
@alsyamikacintaqu6718,"*hari ini masih tgl 19 biar aku ukir kata "" disini utkmu yang jauh di mata dekat di hati dan slubada do doaku,*
*Selamat utk 19 kita yg ke 37 janji setia menjaga hati Sampek mati ,*
*Happy anniversary Kesayanganku SH 💘 nya aku*",2023-01-19T13:05:45Z
@alsyamikacintaqu6718,*Janji setia menjaga hati luv'u biii SH 💘 nya aku*,2023-01-19T13:03:37Z
@alsyamikacintaqu6718,"36.780.798 x ditonton (20;02) wib
19_01_2023
540 rb like
88 rb komen
2,06 jt subscribe",2023-01-19T13:03:19Z
@syariatulhasanah3100,37 juta yuk janset dikit lagi,2023-01-19T08:19:40Z
@biannoharris7386,"Tiara tetep terbaeklah....meski di tiktok bersliweran dibanding2kan dengan siapapun....aura bintang Tiara tiada duanya. Selalu bersinar dan berkibar. Semua lagunya tenar. Keep Tiara yuk, Moo.",2023-01-19T03:33:31Z
@dewiyuliaastuti3216,Tiara andini janji setia menjaga hati,2023-01-19T01:03:57Z
@emaknyadlyrics3110,congrats 2.06 juta subscribers channel Tiara Andini 🙃🔥💗,2023-01-19T00:37:40Z
@arishfarhan8931,Jujur saya cakap lagu Tiara Andini ni so far paling best dan sedap berbanding lagunya yang lain² tu walaupun ada banyak lagunya yg best² dan sedap serta bikin emosi dgn musiknya yg indah dan vocalnya yg memang enak didengari🥰❤️👍👍👍,2023-01-18T14:14:23Z
@janjistiabymysideanksh1942,"36.714.178 x ditonton (20;54) wib
18_01_2023
540 rb like 
89 rb komen
2,06 jt subscribe",2023-01-18T13:54:04Z
@fadhilahjarohani6962,"lagu ni sesuai utk psgan suami isteri pjj ""jarak dan waktu tak mampu menghapus janji setia menjaga hati"" semoga saya dan suami terus kuat dan sampai masanya hidup sebumbung macam suami isteri yang lain❤",2023-01-18T05:09:59Z
@ekaernawati9987,Segera menikahlah kalian. Mama papa selen,2023-01-17T14:25:14Z
@hernawati260,Wohooo di spotify janset lumayan turun jauh skrg di posisi #95 tpi di yt masuk lagi ke music video terpopuler no 61,2023-01-17T07:18:47Z
@evisusanti919,Namun kini pelangiiii. Nyata menyinarii kitaaaa...,2023-01-17T02:04:52Z
@idammuliana1735,FAVORIT BGT ✨,2023-01-17T01:25:59Z
@demorquushkesayanganku2435,"36.587.852 x ditonton (07;20) wib
17_01_2023
540 rb like
89 rb komen
2,05 jt subscribe
*Semangat janset awas di kejar oleh adikmu usai Spotify nya ugal "" LAN  skg udah  10 jt (cukup 3 hari udah sejuta lebih)",2023-01-17T00:22:06Z
@syarahslavina680,Merinding ngena banget lagu nya . Langsung ke inget alm mama . Alfatihah,2023-01-16T23:53:36Z
@Nisachannel23337,Keren👍👍👍👍,2023-01-16T16:57:52Z
@AbdKarimSutanto,Kangen momen akhir Ramadhan MV ini langsung trending #1 seblum 24 jam. Definetly A Queen of pop Indonesia 😘😍,2023-01-16T13:57:10Z
@demorquushkesayanganku2435,"36.563.322 x ditonton (19;39) wib
16_01_2023
540 rb like
88 rb komen
2,05 jt subscribe",2023-01-16T12:39:43Z
@useracer-mr2wq,soundtrack sinetron apa ya ini ?,2023-01-16T06:05:10Z
@emaknyadlyrics3110,"4.804.434 adalah ML Spotify Tiara Andini saat ini 😍😍😍
Alhamdulillaah... bisa yuk jebolin 5 juta ML di bulan Januari ini 🔥🔥🔥",2023-01-16T00:47:20Z
@demorquushkesayanganku2435,"Taukah dirimu betapa diriku merindukan hadirmu ada di sini
Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-01-16T00:31:14Z
@demorquushkesayanganku2435,"36.510.840 x ditonton (07;29) wib
16_01_2023
540 rb like
88 rb komen
2,05 jt subscribe",2023-01-16T00:30:40Z
@harumtianggoro541,Janset kembali up lagii 😭🌹🌹,2023-01-15T17:17:19Z
@suriayu1140,"Knpa tiba"" sukaaaaa 😭😭😭😭😭",2023-01-15T16:57:28Z
@demorquushkesayanganku2435,"Taukah dirimu betapa diriku merindukan hadirmu ada di sini
Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-01-15T14:09:12Z
@demorquushkesayanganku2435,"36.490.427 x ditonton (21;08) wib
15_01_2023
539 rb like
89 rb komen
2, 05 jt subscribe",2023-01-15T14:08:52Z
@toendjooksatu7893,"Keren bingits lagunya, true story banget kata katanya, congrats tiara dan sang pencipta lagu yg legendary, ini lagu bakalan abadi...badai banget lagunya 👍👍👍",2023-01-15T11:17:29Z
@shenuyfatheart2730,Gk tau kenpa suara dan isi lagu nya candu bangett di aku.pertma denger langsung jatuh hati.mksih udh memberikan lagu yg indah...😘😙😍,2023-01-15T10:52:39Z
@Nisachannel23337,Alhamdulillah masuk lgi ke Trending musik video terpopuler,2023-01-15T10:00:27Z
@suhermanrien2023,Yess....masuk lagi  di video populer...moga minggu depan di top 30 atau 20..aamiin...ayo gass kan moo🥰,2023-01-15T02:41:01Z
@_onlyjt841,"Alhamdulilah mv janset join lagi mv terpopuler top 61.
Mv usai 47
Lv merin 95",2023-01-15T02:25:23Z
@Ringkasandrama123,"Wow janji setia juga masuk, 3 lagu titi masuk vidoe musik populer 😍",2023-01-15T02:13:41Z
@enriquegeum1915,Janset minggu ini balik lagi ke top 61 music video 😍,2023-01-15T02:10:10Z
@mama-selen-nomor-1,Kini aku mengerti semua ini terjadi,2023-01-14T15:56:23Z
@syariatulhasanah3100,Semangat  streaming yuk,2023-01-14T14:06:20Z
@syariatulhasanah3100,Masih setia sama janset di era usai😍😍😍,2023-01-14T14:06:03Z
@wahyuni6406,Ga bosen bosen gewla nyanyi ini terus-menerus,2023-01-14T13:28:49Z
@yasyasss0827,Sweet 🥰🥰,2023-01-14T03:55:58Z
@nadyaarifiah6738,Lagu nya Tiara enak. Tapi syg nya viewrs video nya ga smpe 50 JT. Selain lagu terlanjur mencinta,2023-01-14T03:29:06Z
@cindyycindy1895,Up terus sampe 40 jt views yuk,2023-01-14T01:47:46Z
@demorquushkesayanganku2435,Hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi 🌈🌈🌈 datang menyinari kita....,2023-01-13T18:31:22Z
@demorquushkesayanganku2435,"36.350.591 x ditonton (01;30) wib
14_01_2023
530 rb like
89 rb komen
2,05 jt subscribe",2023-01-13T18:30:55Z
@slametriyadi8377,"Bapak bapak para pejuang LDR untuk keluarga hadir 👨‍👩‍👧👨‍👩‍👧👨‍👩‍👧👨‍👩‍👧 , lagunya sangat mewakili kerinduan keluarga dirumah",2023-01-13T15:31:58Z
@slametriyadi8377,"Kira lagunya raisa ini , pantes dicari cari g ketemu 🙈🙈🙈",2023-01-13T15:27:57Z
@sukmaningsih248,Lagu ini enak didengar. Pantesan dosen aku suka nonton ini😌,2023-01-13T15:06:44Z
@sitisarah1963,Tiara Andini ❤,2023-01-13T13:48:40Z
@renisaogri1158,Lagunya enak bikin rileks,2023-01-13T12:47:30Z
@20.ann_,Suka bgtttttt bgtttt,2023-01-13T11:29:48Z
@federicopeter2531,Janji setia 2023,2023-01-13T09:32:34Z
@ardiadventurer5176,Suarax mirip Raisa,2023-01-13T09:05:52Z
@mama-selen-nomor-1,"Lagu-lagu nya tiara gk ngebosenin, dan selalu populer",2023-01-13T09:02:18Z
